2021-05-08 03:19:17,483 	 [INFO | officialFPLApi.py:121] > Collecting bootstrap static data
2021-05-08 03:19:17,483 	 [INFO | officialFPLApi.py:126] > Request for bootstrap static data : https://fantasy.premierleague.com/api/bootstrap-static/
2021-05-08 03:19:17,950 	 [INFO | officialFPLApi.py:98] > Collecting event status
2021-05-08 03:19:17,950 	 [INFO | officialFPLApi.py:103] > Request for event status : https://fantasy.premierleague.com/api/event-status/
2021-05-08 03:19:18,097 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:19:18,097 	 [INFO | officialFPLApi.py:30] > Collecting live data info
2021-05-08 03:19:18,098 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=None
2021-05-08 03:19:18,098 	 [INFO | officialFPLApi.py:35] > Request for basic team info : https://fantasy.premierleague.com/api/event/35/live
2021-05-08 03:19:18,099 	 [INFO | service.py:19] > Dashboard service listening on http://localhost:8086
2021-05-08 03:19:18,411 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:19:18,412 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:19:23,384 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:19:23,384 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:20:08,206 	 [INFO | officialFPLApi.py:121] > Collecting bootstrap static data
2021-05-08 03:20:08,206 	 [INFO | officialFPLApi.py:126] > Request for bootstrap static data : https://fantasy.premierleague.com/api/bootstrap-static/
2021-05-08 03:20:08,650 	 [INFO | officialFPLApi.py:98] > Collecting event status
2021-05-08 03:20:08,650 	 [INFO | officialFPLApi.py:103] > Request for event status : https://fantasy.premierleague.com/api/event-status/
2021-05-08 03:20:08,791 	 [INFO | service.py:19] > Dashboard service listening on http://localhost:8086
2021-05-08 03:20:08,792 	 [INFO | officialFPLApi.py:30] > Collecting live data info
2021-05-08 03:20:08,793 	 [INFO | officialFPLApi.py:35] > Request for basic team info : https://fantasy.premierleague.com/api/event/35/live
2021-05-08 03:20:08,793 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:20:08,796 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:20:09,103 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:20:09,103 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:24:50,444 	 [INFO | officialFPLApi.py:121] > Collecting bootstrap static data
2021-05-08 03:24:50,444 	 [INFO | officialFPLApi.py:126] > Request for bootstrap static data : https://fantasy.premierleague.com/api/bootstrap-static/
2021-05-08 03:24:50,888 	 [INFO | officialFPLApi.py:98] > Collecting event status
2021-05-08 03:24:50,888 	 [INFO | officialFPLApi.py:103] > Request for event status : https://fantasy.premierleague.com/api/event-status/
2021-05-08 03:24:51,036 	 [INFO | officialFPLApi.py:30] > Collecting live data info
2021-05-08 03:24:51,037 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:24:51,037 	 [INFO | officialFPLApi.py:35] > Request for basic team info : https://fantasy.premierleague.com/api/event/35/live
2021-05-08 03:24:51,037 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:24:51,046 	 [INFO | service.py:19] > Dashboard service listening on http://localhost:8086
2021-05-08 03:24:51,339 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:24:51,340 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:25:31,871 	 [INFO | officialFPLApi.py:121] > Collecting bootstrap static data
2021-05-08 03:25:31,871 	 [INFO | officialFPLApi.py:126] > Request for bootstrap static data : https://fantasy.premierleague.com/api/bootstrap-static/
2021-05-08 03:25:32,344 	 [INFO | officialFPLApi.py:98] > Collecting event status
2021-05-08 03:25:32,344 	 [INFO | officialFPLApi.py:103] > Request for event status : https://fantasy.premierleague.com/api/event-status/
2021-05-08 03:25:32,486 	 [INFO | officialFPLApi.py:30] > Collecting live data info
2021-05-08 03:25:32,486 	 [INFO | officialFPLApi.py:35] > Request for basic team info : https://fantasy.premierleague.com/api/event/35/live
2021-05-08 03:25:32,489 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:25:32,490 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:25:32,499 	 [INFO | service.py:19] > Dashboard service listening on http://localhost:8086
2021-05-08 03:25:32,800 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:25:32,800 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:27:32,960 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:27:32,960 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:29:33,101 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:29:33,101 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:30:33,696 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:30:33,696 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:31:33,240 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:31:33,241 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:33:33,383 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:33:33,383 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
2021-05-08 03:35:33,522 	 [INFO | officialFPLApi.py:85] > Collecting fixture information
2021-05-08 03:35:33,522 	 [INFO | officialFPLApi.py:90] > Request for event status : https://fantasy.premierleague.com/api/fixtures/?event=35
